"","ï..Protocol","Sheet","Data.Set","Input.Gate","X.Parameter","Y.Parameter","Gate","Number","X.Total","X.Gated","X.Med","X.AMean","X.Mode","X.Stdev","X.CV","HP.X.CV","X.Min","X.Max","X.GMean","Y.Med","Y.AMean","Y.Mode","Y.Stdev","Y.CV","HP.Y.CV","Y.Min","Y.Max","Y.GMean","Logic"
"1597","panel1","expression1","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[pb_cd8]","tigit","Count","All",NA,NA,NA,"0.22","0.54","0.19","0.95",NA,NA,NA,NA,"0.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1598","panel1","expression1","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[til_cd8]","tigit","Count","All",NA,NA,NA,"1.99","2.8","2.24","3.2",NA,NA,NA,NA,"1.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1599","panel1","expression1","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[pb_cd4]","tigit","Count","All",NA,NA,NA,"0.23","0.49","0.14","0.75",NA,NA,NA,NA,"0.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1600","panel1","expression1","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[til_cd4]","tigit","Count","All",NA,NA,NA,"0.66","1.46","0.03","2.13",NA,NA,NA,NA,"0.74",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1601","panel1","expression1","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[tumour]","tigit","Count","All",NA,NA,NA,"0.54","0.67","0.43","0.56",NA,NA,NA,NA,"0.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1602","panel1","expression1","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[tcrvb_pos_blood]","tigit","Count","All",NA,NA,NA,"0.09","0.18","0.01","0.18",NA,NA,NA,NA,"0.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1603","panel1","expression1","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[cd4blood]","tigit","Count","All",NA,NA,NA,"0.23","0.48","0.14","0.74",NA,NA,NA,NA,"0.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1604","panel1","expression1","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[cd4skin]","tigit","Count","All",NA,NA,NA,"0.68","1.45","0.03","2.1",NA,NA,NA,NA,"0.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1605","panel1","expression2","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[pb_cd8]","pd1","Count","All",NA,NA,NA,"0.2","0.5","0.07","0.7",NA,NA,NA,NA,"0.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1606","panel1","expression2","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[til_cd8]","pd1","Count","All",NA,NA,NA,"1.88","3.74","1.64","4",NA,NA,NA,NA,"1.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1607","panel1","expression2","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[pb_cd4]","pd1","Count","All",NA,NA,NA,"0.22","0.39","0.17","0.61",NA,NA,NA,NA,"0.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1608","panel1","expression2","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[til_cd4]","pd1","Count","All",NA,NA,NA,"3.24","7.61","15.83","10.29",NA,NA,NA,NA,"2.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1609","panel1","expression2","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[tumour]","pd1","Count","All",NA,NA,NA,"3.66","3.67","3.04","1.55",NA,NA,NA,NA,"3.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1610","panel1","expression2","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[tcrvb_pos_blood]","pd1","Count","All",NA,NA,NA,"0.29","0.33","N/A","0.15",NA,NA,NA,NA,"0.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1611","panel1","expression2","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[cd4blood]","pd1","Count","All",NA,NA,NA,"0.22","0.39","0.17","0.61",NA,NA,NA,NA,"0.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1612","panel1","expression2","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[cd4skin]","pd1","Count","All",NA,NA,NA,"3.03","7.47","15.83","10.18",NA,NA,NA,NA,"2.68",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1613","panel1","expression3","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[pb_cd8]","pdl2","Count","All",NA,NA,NA,"1.26","1.42","1.18","0.95",NA,NA,NA,NA,"1.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1614","panel1","expression3","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[til_cd8]","pdl2","Count","All",NA,NA,NA,"1.24","1.22","1.24","0.44",NA,NA,NA,NA,"1.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1615","panel1","expression3","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[pb_cd4]","pdl2","Count","All",NA,NA,NA,"1.39","1.68","1.20","1.22",NA,NA,NA,NA,"1.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1616","panel1","expression3","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[til_cd4]","pdl2","Count","All",NA,NA,NA,"1.38","1.57","1.25","1.27",NA,NA,NA,NA,"1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1617","panel1","expression3","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[tumour]","pdl2","Count","All",NA,NA,NA,"4.66","6.36","6.30","5.14",NA,NA,NA,NA,"4.44",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1618","panel1","expression3","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[tcrvb_pos_blood]","pdl2","Count","All",NA,NA,NA,"0.87","1.01","N/A","0.34",NA,NA,NA,NA,"0.96",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1619","panel1","expression3","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[cd4blood]","pdl2","Count","All",NA,NA,NA,"1.39","1.68","1.21","1.22",NA,NA,NA,NA,"1.41",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1620","panel1","expression3","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[cd4skin]","pdl2","Count","All",NA,NA,NA,"1.38","1.57","1.40","1.26",NA,NA,NA,NA,"1.29",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1621","panel1","expression4","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[pb_cd8]","pdl1","Count","All",NA,NA,NA,"0.32","0.31","-0.34","0.35",NA,NA,NA,NA,"0.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1622","panel1","expression4","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[til_cd8]","pdl1","Count","All",NA,NA,NA,"0.89","3.54","0.54","9.79",NA,NA,NA,NA,"1.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1623","panel1","expression4","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[pb_cd4]","pdl1","Count","All",NA,NA,NA,"1.5","1.77","1.08","1.06",NA,NA,NA,NA,"1.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1624","panel1","expression4","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[til_cd4]","pdl1","Count","All",NA,NA,NA,"2.87","13.3","0.85","21.85",NA,NA,NA,NA,"3.98",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1625","panel1","expression4","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[tumour]","pdl1","Count","All",NA,NA,NA,"3.73","7.8","N/A","15.56",NA,NA,NA,NA,"4.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1626","panel1","expression4","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[tcrvb_pos_blood]","pdl1","Count","All",NA,NA,NA,"1.12","1.12","N/A","0.29",NA,NA,NA,NA,"1.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1627","panel1","expression4","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[cd4blood]","pdl1","Count","All",NA,NA,NA,"1.49","1.76","1.08","1.06",NA,NA,NA,NA,"1.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1628","panel1","expression4","CTCL047MW 01A skin panel1 00024874 2017-02-22 940","[cd4skin]","pdl1","Count","All",NA,NA,NA,"2.88","13.56","0.85","22.26",NA,NA,NA,NA,"4.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1629","panel1","populations","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","","","","All",77670,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ungated"
"1630","panel1","populations","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","","","","cd4blood",505,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND blood"
"1631","panel1","populations","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","","","","cd4skin",25,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND skin"
"1632","panel1","populations","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","","","","lymphocytes",22621,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lymphocytes AND singlets"
"1633","panel1","populations","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","","","","pb_cd4",500,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND NOT(clone) AND blood"
"1634","panel1","populations","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","","","","pb_cd8",405,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd8 AND viable_cd3 AND lymphocytes AND singlets AND blood"
"1635","panel1","populations","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","","","","singlets",52196,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"singlets"
"1636","panel1","populations","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","","","","tcrvb_pos_blood",5,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clone AND viable_cd3 AND lymphocytes AND singlets AND NOT(cd8) AND blood"
"1637","panel1","populations","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","","","","til_cd4",24,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND NOT(clone) AND skin"
"1638","panel1","populations","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","","","","til_cd8",11,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd8 AND viable_cd3 AND lymphocytes AND singlets AND skin"
"1639","panel1","populations","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","","","","tumour",1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clone AND viable_cd3 AND lymphocytes AND singlets AND NOT(cd8) AND skin"
"1640","panel1","populations","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","","","","viable_cd3",993,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"viable_cd3 AND lymphocytes AND singlets"
"1641","panel1","expression1","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[pb_cd8]","tigit","Count","All",NA,NA,NA,"0.22","0.54","0.19","0.95",NA,NA,NA,NA,"0.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1642","panel1","expression1","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[til_cd8]","tigit","Count","All",NA,NA,NA,"0.37","1.11","N/A","1.1",NA,NA,NA,NA,"0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1643","panel1","expression1","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[pb_cd4]","tigit","Count","All",NA,NA,NA,"0.23","0.49","0.14","0.75",NA,NA,NA,NA,"0.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1644","panel1","expression1","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[til_cd4]","tigit","Count","All",NA,NA,NA,"0.35","0.58","0.28","1.03",NA,NA,NA,NA,"0.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1645","panel1","expression1","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[tumour]","tigit","Count","All",NA,NA,NA,"0.48","0.48","N/A","0",NA,NA,NA,NA,"0.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1646","panel1","expression1","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[tcrvb_pos_blood]","tigit","Count","All",NA,NA,NA,"0.09","0.18","0.01","0.18",NA,NA,NA,NA,"0.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1647","panel1","expression1","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[cd4blood]","tigit","Count","All",NA,NA,NA,"0.23","0.49","0.14","0.75",NA,NA,NA,NA,"0.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1648","panel1","expression1","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[cd4skin]","tigit","Count","All",NA,NA,NA,"0.35","0.57","0.28","1.01",NA,NA,NA,NA,"0.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1649","panel1","expression2","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[pb_cd8]","pd1","Count","All",NA,NA,NA,"0.2","0.5","0.07","0.7",NA,NA,NA,NA,"0.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1650","panel1","expression2","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[til_cd8]","pd1","Count","All",NA,NA,NA,"0.62","1.29","N/A","1.97",NA,NA,NA,NA,"0.61",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1651","panel1","expression2","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[pb_cd4]","pd1","Count","All",NA,NA,NA,"0.22","0.4","0.17","0.61",NA,NA,NA,NA,"0.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1652","panel1","expression2","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[til_cd4]","pd1","Count","All",NA,NA,NA,"0.21","0.93","N/A","1.91",NA,NA,NA,NA,"0.39",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1653","panel1","expression2","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[tumour]","pd1","Count","All",NA,NA,NA,"1.97","1.97","N/A","0",NA,NA,NA,NA,"1.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1654","panel1","expression2","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[tcrvb_pos_blood]","pd1","Count","All",NA,NA,NA,"0.29","0.33","N/A","0.15",NA,NA,NA,NA,"0.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1655","panel1","expression2","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[cd4blood]","pd1","Count","All",NA,NA,NA,"0.22","0.39","0.17","0.61",NA,NA,NA,NA,"0.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1656","panel1","expression2","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[cd4skin]","pd1","Count","All",NA,NA,NA,"0.21","0.98","N/A","1.88",NA,NA,NA,NA,"0.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1657","panel1","expression3","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[pb_cd8]","pdl2","Count","All",NA,NA,NA,"1.26","1.42","1.18","0.95",NA,NA,NA,NA,"1.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1658","panel1","expression3","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[til_cd8]","pdl2","Count","All",NA,NA,NA,"1.3","1.26","1.29","0.38",NA,NA,NA,NA,"1.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1659","panel1","expression3","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[pb_cd4]","pdl2","Count","All",NA,NA,NA,"1.39","1.69","1.19","1.23",NA,NA,NA,NA,"1.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1660","panel1","expression3","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[til_cd4]","pdl2","Count","All",NA,NA,NA,"1.38","1.41","N/A","0.58",NA,NA,NA,NA,"1.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1661","panel1","expression3","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[tumour]","pdl2","Count","All",NA,NA,NA,"0.9","0.9","N/A","0",NA,NA,NA,NA,"0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1662","panel1","expression3","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[tcrvb_pos_blood]","pdl2","Count","All",NA,NA,NA,"0.87","1.01","N/A","0.34",NA,NA,NA,NA,"0.96",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1663","panel1","expression3","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[cd4blood]","pdl2","Count","All",NA,NA,NA,"1.39","1.68","1.21","1.23",NA,NA,NA,NA,"1.41",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1664","panel1","expression3","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[cd4skin]","pdl2","Count","All",NA,NA,NA,"1.28","1.39","2.39","0.57",NA,NA,NA,NA,"1.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1665","panel1","expression4","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[pb_cd8]","pdl1","Count","All",NA,NA,NA,"0.33","0.31","-0.34","0.35",NA,NA,NA,NA,"0.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1666","panel1","expression4","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[til_cd8]","pdl1","Count","All",NA,NA,NA,"1.05","1.1","1.04","0.26",NA,NA,NA,NA,"1.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1667","panel1","expression4","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[pb_cd4]","pdl1","Count","All",NA,NA,NA,"1.5","1.77","1.08","1.06",NA,NA,NA,NA,"1.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1668","panel1","expression4","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[til_cd4]","pdl1","Count","All",NA,NA,NA,"4.28","5.9","3.28","4.7",NA,NA,NA,NA,"4.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1669","panel1","expression4","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[tumour]","pdl1","Count","All",NA,NA,NA,"4.7","4.7","N/A","0",NA,NA,NA,NA,"4.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1670","panel1","expression4","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[tcrvb_pos_blood]","pdl1","Count","All",NA,NA,NA,"1.12","1.12","N/A","0.29",NA,NA,NA,NA,"1.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1671","panel1","expression4","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[cd4blood]","pdl1","Count","All",NA,NA,NA,"1.5","1.77","1.08","1.06",NA,NA,NA,NA,"1.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1672","panel1","expression4","CTCL047MW 02_ skin panel1 00024877 2017-02-22 943","[cd4skin]","pdl1","Count","All",NA,NA,NA,"4.29","5.85","3.28","4.61",NA,NA,NA,NA,"4.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1673","panel1","populations","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","","","","All",307690,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ungated"
"1674","panel1","populations","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","","","","cd4blood",9101,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND blood"
"1675","panel1","populations","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","","","","cd4skin",9160,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND skin"
"1676","panel1","populations","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","","","","lymphocytes",92222,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lymphocytes AND singlets"
"1677","panel1","populations","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","","","","pb_cd4",8495,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND NOT(clone) AND blood"
"1678","panel1","populations","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","","","","pb_cd8",8656,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd8 AND viable_cd3 AND lymphocytes AND singlets AND blood"
"1679","panel1","populations","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","","","","singlets",204792,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"singlets"
"1680","panel1","populations","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","","","","tcrvb_pos_blood",624,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clone AND viable_cd3 AND lymphocytes AND singlets AND NOT(cd8) AND blood"
"1681","panel1","populations","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","","","","til_cd4",2303,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND NOT(clone) AND skin"
"1682","panel1","populations","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","","","","til_cd8",345,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd8 AND viable_cd3 AND lymphocytes AND singlets AND skin"
"1683","panel1","populations","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","","","","tumour",6916,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clone AND viable_cd3 AND lymphocytes AND singlets AND NOT(cd8) AND skin"
"1684","panel1","populations","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","","","","viable_cd3",29374,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"viable_cd3 AND lymphocytes AND singlets"
"1685","panel1","expression1","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","[pb_cd8]","tigit","Count","All",NA,NA,NA,"1.27","1.77","1.77","1.73",NA,NA,NA,NA,"1.07",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1686","panel1","expression1","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","[til_cd8]","tigit","Count","All",NA,NA,NA,"1.54","2.42","2.60","3.24",NA,NA,NA,NA,"1.51",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1687","panel1","expression1","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","[pb_cd4]","tigit","Count","All",NA,NA,NA,"0.32","0.65","0.19","0.89",NA,NA,NA,NA,"0.43",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1688","panel1","expression1","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","[til_cd4]","tigit","Count","All",NA,NA,NA,"1.23","2.59","0.15","3.51",NA,NA,NA,NA,"1.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1689","panel1","expression1","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","[tumour]","tigit","Count","All",NA,NA,NA,"0.28","0.4","0.19","0.89",NA,NA,NA,NA,"0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1690","panel1","expression1","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","[tcrvb_pos_blood]","tigit","Count","All",NA,NA,NA,"0.5","0.89","0.25","1.13",NA,NA,NA,NA,"0.57",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1691","panel1","expression1","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","[cd4blood]","tigit","Count","All",NA,NA,NA,"0.33","0.66","0.16","0.9",NA,NA,NA,NA,"0.43",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1692","panel1","expression1","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","[cd4skin]","tigit","Count","All",NA,NA,NA,"0.32","0.95","0.19","2.14",NA,NA,NA,NA,"0.44",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1693","panel1","expression2","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","[pb_cd8]","pd1","Count","All",NA,NA,NA,"0.32","0.54","0.17","0.71",NA,NA,NA,NA,"0.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1694","panel1","expression2","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","[til_cd8]","pd1","Count","All",NA,NA,NA,"0.86","2.14","0.37","3.08",NA,NA,NA,NA,"0.96",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1695","panel1","expression2","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","[pb_cd4]","pd1","Count","All",NA,NA,NA,"0.36","0.71","0.26","1.27",NA,NA,NA,NA,"0.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1696","panel1","expression2","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","[til_cd4]","pd1","Count","All",NA,NA,NA,"0.87","2.05","0.32","3.79",NA,NA,NA,NA,"0.96",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1697","panel1","expression2","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","[tumour]","pd1","Count","All",NA,NA,NA,"2.54","3.19","3.64","2.45",NA,NA,NA,NA,"2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1698","panel1","expression2","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","[tcrvb_pos_blood]","pd1","Count","All",NA,NA,NA,"1.84","2.13","2.08","2.47",NA,NA,NA,NA,"1.74",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"1699","panel1","expression2","CTCL049ED 01Z skin panel1 00025603 2017-03-15 053","[cd4blood]","pd1","Count","All",NA,NA,NA,"0.39","0.8","0.26","1.43",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
