"","ï..Protocol","Sheet","Data.Set","Input.Gate","X.Parameter","Y.Parameter","Gate","Number","X.Total","X.Gated","X.Med","X.AMean","X.Mode","X.Stdev","X.CV","HP.X.CV","X.Min","X.Max","X.GMean","Y.Med","Y.AMean","Y.Mode","Y.Stdev","Y.CV","HP.Y.CV","Y.Min","Y.Max","Y.GMean","Logic"
"107","panel1","expression1","2016_05_26 CTCL008PB01_panel1 00017562 118","[cd4blood]","fl4","Count","All",NA,NA,NA,"1.23","1.35","1.22","0.68",NA,NA,NA,NA,"1.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"108","panel1","expression1","2016_05_26 CTCL008PB01_panel1 00017562 118","[cd4skin]","fl4","Count","All",NA,NA,NA,"3.63","3.8","3.93","1.55",NA,NA,NA,NA,"3.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"109","panel1","expression2","2016_05_26 CTCL008PB01_panel1 00017562 118","[pb_cd8]","pd1","Count","All",NA,NA,NA,"0.57","0.83","0.49","0.98",NA,NA,NA,NA,"0.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"110","panel1","expression2","2016_05_26 CTCL008PB01_panel1 00017562 118","[til_cd8]","pd1","Count","All",NA,NA,NA,"1.01","2.25","0.53","2.92",NA,NA,NA,NA,"1.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"111","panel1","expression2","2016_05_26 CTCL008PB01_panel1 00017562 118","[pb_cd4]","pd1","Count","All",NA,NA,NA,"0.68","0.77","0.73","0.62",NA,NA,NA,NA,"0.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"112","panel1","expression2","2016_05_26 CTCL008PB01_panel1 00017562 118","[til_cd4]","pd1","Count","All",NA,NA,NA,"1.15","1.8","1.37","2.04",NA,NA,NA,NA,"1.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"113","panel1","expression2","2016_05_26 CTCL008PB01_panel1 00017562 118","[tumour]","pd1","Count","All",NA,NA,NA,"1","1.08","1.07","0.69",NA,NA,NA,NA,"0.96",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"114","panel1","expression2","2016_05_26 CTCL008PB01_panel1 00017562 118","[tcrvb_pos_blood]","pd1","Count","All",NA,NA,NA,"1.01","1.1","1.07","0.69",NA,NA,NA,NA,"0.99",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"115","panel1","expression2","2016_05_26 CTCL008PB01_panel1 00017562 118","[cd4blood]","pd1","Count","All",NA,NA,NA,"0.69","0.79","0.73","0.63",NA,NA,NA,NA,"0.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"116","panel1","expression2","2016_05_26 CTCL008PB01_panel1 00017562 118","[cd4skin]","pd1","Count","All",NA,NA,NA,"1","1.1","1.07","0.77",NA,NA,NA,NA,"0.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"117","panel1","expression3","2016_05_26 CTCL008PB01_panel1 00017562 118","[pb_cd8]","pdl2","Count","All",NA,NA,NA,"2.12","2.2","2.26","0.8",NA,NA,NA,NA,"2.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"118","panel1","expression3","2016_05_26 CTCL008PB01_panel1 00017562 118","[til_cd8]","pdl2","Count","All",NA,NA,NA,"2.31","2.38","2.47","0.82",NA,NA,NA,NA,"2.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"119","panel1","expression3","2016_05_26 CTCL008PB01_panel1 00017562 118","[pb_cd4]","pdl2","Count","All",NA,NA,NA,"2.22","2.29","2.47","0.82",NA,NA,NA,NA,"2.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"120","panel1","expression3","2016_05_26 CTCL008PB01_panel1 00017562 118","[til_cd4]","pdl2","Count","All",NA,NA,NA,"2.51","2.65","2.59","1.05",NA,NA,NA,NA,"2.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"121","panel1","expression3","2016_05_26 CTCL008PB01_panel1 00017562 118","[tumour]","pdl2","Count","All",NA,NA,NA,"3.24","3.38","3.33","1.25",NA,NA,NA,NA,"3.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"122","panel1","expression3","2016_05_26 CTCL008PB01_panel1 00017562 118","[tcrvb_pos_blood]","pdl2","Count","All",NA,NA,NA,"2.26","2.33","2.49","0.79",NA,NA,NA,NA,"2.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"123","panel1","expression3","2016_05_26 CTCL008PB01_panel1 00017562 118","[cd4blood]","pdl2","Count","All",NA,NA,NA,"2.23","2.3","2.32","0.82",NA,NA,NA,NA,"2.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"124","panel1","expression3","2016_05_26 CTCL008PB01_panel1 00017562 118","[cd4skin]","pdl2","Count","All",NA,NA,NA,"3.22","3.36","3.13","1.25",NA,NA,NA,NA,"3.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"125","panel1","expression4","2016_05_26 CTCL008PB01_panel1 00017562 118","[pb_cd8]","pdl1","Count","All",NA,NA,NA,"0.5","0.53","-0.34","2.13",NA,NA,NA,NA,"0.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"126","panel1","expression4","2016_05_26 CTCL008PB01_panel1 00017562 118","[til_cd8]","pdl1","Count","All",NA,NA,NA,"0.74","0.85","1.16","2.15",NA,NA,NA,NA,"0.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"127","panel1","expression4","2016_05_26 CTCL008PB01_panel1 00017562 118","[pb_cd4]","pdl1","Count","All",NA,NA,NA,"2.34","3.35","2.10","3.7",NA,NA,NA,NA,"2.57",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"128","panel1","expression4","2016_05_26 CTCL008PB01_panel1 00017562 118","[til_cd4]","pdl1","Count","All",NA,NA,NA,"1.56","2.49","1.09","2.89",NA,NA,NA,NA,"1.74",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"129","panel1","expression4","2016_05_26 CTCL008PB01_panel1 00017562 118","[tumour]","pdl1","Count","All",NA,NA,NA,"1.75","2.82","1.54","4.39",NA,NA,NA,NA,"2.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"130","panel1","expression4","2016_05_26 CTCL008PB01_panel1 00017562 118","[tcrvb_pos_blood]","pdl1","Count","All",NA,NA,NA,"2.25","3.23","2.39","3.09",NA,NA,NA,NA,"2.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"131","panel1","expression4","2016_05_26 CTCL008PB01_panel1 00017562 118","[cd4blood]","pdl1","Count","All",NA,NA,NA,"2.34","3.34","2.10","3.67",NA,NA,NA,NA,"2.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"132","panel1","expression4","2016_05_26 CTCL008PB01_panel1 00017562 118","[cd4skin]","pdl1","Count","All",NA,NA,NA,"1.74","2.81","1.54","4.36",NA,NA,NA,NA,"2.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"133","panel1","populations","2016_05_26 CTL013DB02_panel1 00017568 124","","","","All",66197,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ungated"
"134","panel1","populations","2016_05_26 CTL013DB02_panel1 00017568 124","","","","cd4blood",1776,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND blood"
"135","panel1","populations","2016_05_26 CTL013DB02_panel1 00017568 124","","","","cd4skin",1009,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND skin"
"136","panel1","populations","2016_05_26 CTL013DB02_panel1 00017568 124","","","","lymphocytes",22665,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lymphocytes AND singlets"
"137","panel1","populations","2016_05_26 CTL013DB02_panel1 00017568 124","","","","pb_cd4",1634,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND NOT(clone) AND blood"
"138","panel1","populations","2016_05_26 CTL013DB02_panel1 00017568 124","","","","pb_cd8",1553,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd8 AND viable_cd3 AND lymphocytes AND singlets AND blood"
"139","panel1","populations","2016_05_26 CTL013DB02_panel1 00017568 124","","","","singlets",52636,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"singlets"
"140","panel1","populations","2016_05_26 CTL013DB02_panel1 00017568 124","","","","tcrvb_pos_blood",146,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clone AND viable_cd3 AND lymphocytes AND singlets AND NOT(cd8) AND blood"
"141","panel1","populations","2016_05_26 CTL013DB02_panel1 00017568 124","","","","til_cd4",924,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND NOT(clone) AND skin"
"142","panel1","populations","2016_05_26 CTL013DB02_panel1 00017568 124","","","","til_cd8",3129,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd8 AND viable_cd3 AND lymphocytes AND singlets AND skin"
"143","panel1","populations","2016_05_26 CTL013DB02_panel1 00017568 124","","","","tumour",86,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clone AND viable_cd3 AND lymphocytes AND singlets AND NOT(cd8) AND skin"
"144","panel1","populations","2016_05_26 CTL013DB02_panel1 00017568 124","","","","viable_cd3",12796,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"viable_cd3 AND lymphocytes AND singlets"
"145","panel1","expression1","2016_05_26 CTL013DB02_panel1 00017568 124","[pb_cd8]","FL4 INT","Count","All",NA,NA,NA,"0.49","0.53","0.43","0.26",NA,NA,NA,NA,"0.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"146","panel1","expression1","2016_05_26 CTL013DB02_panel1 00017568 124","[til_cd8]","FL4 INT","Count","All",NA,NA,NA,"1.32","1.37","1.45","0.49",NA,NA,NA,NA,"1.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"147","panel1","expression1","2016_05_26 CTL013DB02_panel1 00017568 124","[pb_cd4]","FL4 INT","Count","All",NA,NA,NA,"0.81","0.84","0.98","0.31",NA,NA,NA,NA,"0.79",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"148","panel1","expression1","2016_05_26 CTL013DB02_panel1 00017568 124","[til_cd4]","FL4 INT","Count","All",NA,NA,NA,"1.3","1.35","1.10","0.45",NA,NA,NA,NA,"1.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"149","panel1","expression1","2016_05_26 CTL013DB02_panel1 00017568 124","[tumour]","FL4 INT","Count","All",NA,NA,NA,"2.18","2.34","2.12","0.72",NA,NA,NA,NA,"2.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"150","panel1","expression1","2016_05_26 CTL013DB02_panel1 00017568 124","[tcrvb_pos_blood]","FL4 INT","Count","All",NA,NA,NA,"1.97","2.02","2.01","0.63",NA,NA,NA,NA,"1.91",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"151","panel1","expression1","2016_05_26 CTL013DB02_panel1 00017568 124","[cd4blood]","FL4 INT","Count","All",NA,NA,NA,"0.84","0.93","0.98","0.47",NA,NA,NA,NA,"0.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"152","panel1","expression1","2016_05_26 CTL013DB02_panel1 00017568 124","[cd4skin]","FL4 INT","Count","All",NA,NA,NA,"1.35","1.44","1.10","0.55",NA,NA,NA,NA,"1.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"153","panel1","expression2","2016_05_26 CTL013DB02_panel1 00017568 124","[pb_cd8]","FL5 INT","Count","All",NA,NA,NA,"0.31","0.47","0.27","0.61",NA,NA,NA,NA,"0.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"154","panel1","expression2","2016_05_26 CTL013DB02_panel1 00017568 124","[til_cd8]","FL5 INT","Count","All",NA,NA,NA,"0.71","0.91","0.71","1.18",NA,NA,NA,NA,"0.72",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"155","panel1","expression2","2016_05_26 CTL013DB02_panel1 00017568 124","[pb_cd4]","FL5 INT","Count","All",NA,NA,NA,"0.48","0.71","0.39","1.01",NA,NA,NA,NA,"0.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"156","panel1","expression2","2016_05_26 CTL013DB02_panel1 00017568 124","[til_cd4]","FL5 INT","Count","All",NA,NA,NA,"1.72","2.45","1.57","2.46",NA,NA,NA,NA,"1.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"157","panel1","expression2","2016_05_26 CTL013DB02_panel1 00017568 124","[tumour]","FL5 INT","Count","All",NA,NA,NA,"1.97","2.8","0.77","3.27",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"158","panel1","expression2","2016_05_26 CTL013DB02_panel1 00017568 124","[tcrvb_pos_blood]","FL5 INT","Count","All",NA,NA,NA,"0.8","1.11","0.73","0.97",NA,NA,NA,NA,"0.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"159","panel1","expression2","2016_05_26 CTL013DB02_panel1 00017568 124","[cd4blood]","FL5 INT","Count","All",NA,NA,NA,"0.5","0.74","0.39","1.02",NA,NA,NA,NA,"0.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"160","panel1","expression2","2016_05_26 CTL013DB02_panel1 00017568 124","[cd4skin]","FL5 INT","Count","All",NA,NA,NA,"1.74","2.48","1.57","2.54",NA,NA,NA,NA,"1.79",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"161","panel1","expression3","2016_05_26 CTL013DB02_panel1 00017568 124","[pb_cd8]","FL6 INT","Count","All",NA,NA,NA,"0.9","0.94","0.93","0.3",NA,NA,NA,NA,"0.89",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"162","panel1","expression3","2016_05_26 CTL013DB02_panel1 00017568 124","[til_cd8]","FL6 INT","Count","All",NA,NA,NA,"3.38","3.43","3.98","1.19",NA,NA,NA,NA,"3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"163","panel1","expression3","2016_05_26 CTL013DB02_panel1 00017568 124","[pb_cd4]","FL6 INT","Count","All",NA,NA,NA,"1.03","1.09","1.09","0.41",NA,NA,NA,NA,"1.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"164","panel1","expression3","2016_05_26 CTL013DB02_panel1 00017568 124","[til_cd4]","FL6 INT","Count","All",NA,NA,NA,"2.93","3.07","2.83","1.08",NA,NA,NA,NA,"2.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"165","panel1","expression3","2016_05_26 CTL013DB02_panel1 00017568 124","[tumour]","FL6 INT","Count","All",NA,NA,NA,"3.08","3.08","2.78","1.19",NA,NA,NA,NA,"2.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"166","panel1","expression3","2016_05_26 CTL013DB02_panel1 00017568 124","[tcrvb_pos_blood]","FL6 INT","Count","All",NA,NA,NA,"0.99","1.05","1.05","0.39",NA,NA,NA,NA,"0.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"167","panel1","expression3","2016_05_26 CTL013DB02_panel1 00017568 124","[cd4blood]","FL6 INT","Count","All",NA,NA,NA,"1.02","1.08","1.19","0.41",NA,NA,NA,NA,"1.01",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"168","panel1","expression3","2016_05_26 CTL013DB02_panel1 00017568 124","[cd4skin]","FL6 INT","Count","All",NA,NA,NA,"2.94","3.07","2.82","1.09",NA,NA,NA,NA,"2.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"169","panel1","expression4","2016_05_26 CTL013DB02_panel1 00017568 124","[pb_cd8]","FL9 INT","Count","All",NA,NA,NA,"0.23","0.22","-0.34","0.3",NA,NA,NA,NA,"0.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"170","panel1","expression4","2016_05_26 CTL013DB02_panel1 00017568 124","[til_cd8]","FL9 INT","Count","All",NA,NA,NA,"0.71","1.33","-0.34","19.63",NA,NA,NA,NA,"0.61",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"171","panel1","expression4","2016_05_26 CTL013DB02_panel1 00017568 124","[pb_cd4]","FL9 INT","Count","All",NA,NA,NA,"3.26","4.35","3.13","6",NA,NA,NA,NA,"3.39",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"172","panel1","expression4","2016_05_26 CTL013DB02_panel1 00017568 124","[til_cd4]","FL9 INT","Count","All",NA,NA,NA,"2.1","2.88","1.54","3.94",NA,NA,NA,NA,"2.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"173","panel1","expression4","2016_05_26 CTL013DB02_panel1 00017568 124","[tumour]","FL9 INT","Count","All",NA,NA,NA,"1.7","2.21","1.38","1.49",NA,NA,NA,NA,"1.81",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"174","panel1","expression4","2016_05_26 CTL013DB02_panel1 00017568 124","[tcrvb_pos_blood]","FL9 INT","Count","All",NA,NA,NA,"2.99","3.97","2.70","3.39",NA,NA,NA,NA,"3.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"175","panel1","expression4","2016_05_26 CTL013DB02_panel1 00017568 124","[cd4blood]","FL9 INT","Count","All",NA,NA,NA,"3.25","4.33","3.13","5.83",NA,NA,NA,NA,"3.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"176","panel1","expression4","2016_05_26 CTL013DB02_panel1 00017568 124","[cd4skin]","FL9 INT","Count","All",NA,NA,NA,"2.05","2.82","1.66","3.79",NA,NA,NA,NA,"2.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"177","panel1","populations","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","","","","All",235024,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ungated"
"178","panel1","populations","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","","","","cd4blood",15787,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND blood"
"179","panel1","populations","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","","","","cd4skin",2181,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND skin"
"180","panel1","populations","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","","","","lymphocytes",81241,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lymphocytes AND singlets"
"181","panel1","populations","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","","","","pb_cd4",15072,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND NOT(clone) AND blood"
"182","panel1","populations","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","","","","pb_cd8",22556,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd8 AND viable_cd3 AND lymphocytes AND singlets AND blood"
"183","panel1","populations","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","","","","singlets",160533,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"singlets"
"184","panel1","populations","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","","","","tcrvb_pos_blood",719,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clone AND viable_cd3 AND lymphocytes AND singlets AND NOT(cd8) AND blood"
"185","panel1","populations","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","","","","til_cd4",2013,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd4 AND viable_cd3 AND lymphocytes AND singlets AND NOT(clone) AND skin"
"186","panel1","populations","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","","","","til_cd8",1417,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cd8 AND viable_cd3 AND lymphocytes AND singlets AND skin"
"187","panel1","populations","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","","","","tumour",168,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"clone AND viable_cd3 AND lymphocytes AND singlets AND NOT(cd8) AND skin"
"188","panel1","populations","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","","","","viable_cd3",43474,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"viable_cd3 AND lymphocytes AND singlets"
"189","panel1","expression1","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","[pb_cd8]","tigit","Count","All",NA,NA,NA,"0.55","1.44","0.36","1.66",NA,NA,NA,NA,"0.79",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"190","panel1","expression1","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","[til_cd8]","tigit","Count","All",NA,NA,NA,"0.84","1.08","1.02","0.87",NA,NA,NA,NA,"0.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"191","panel1","expression1","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","[pb_cd4]","tigit","Count","All",NA,NA,NA,"0.33","0.5","0.27","0.66",NA,NA,NA,NA,"0.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"192","panel1","expression1","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","[til_cd4]","tigit","Count","All",NA,NA,NA,"0.45","0.71","0.27","0.99",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"193","panel1","expression1","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","[tumour]","tigit","Count","All",NA,NA,NA,"0.46","0.82","0.34","1.12",NA,NA,NA,NA,"0.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"194","panel1","expression1","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","[tcrvb_pos_blood]","tigit","Count","All",NA,NA,NA,"0.41","0.66","0.49","0.89",NA,NA,NA,NA,"0.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"195","panel1","expression1","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","[cd4blood]","tigit","Count","All",NA,NA,NA,"0.33","0.51","0.34","0.67",NA,NA,NA,NA,"0.38",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"196","panel1","expression1","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","[cd4skin]","tigit","Count","All",NA,NA,NA,"0.45","0.72","0.27","1",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"197","panel1","expression2","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","[pb_cd8]","pd1","Count","All",NA,NA,NA,"0.26","0.34","0.19","0.41",NA,NA,NA,NA,"0.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"198","panel1","expression2","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","[til_cd8]","pd1","Count","All",NA,NA,NA,"0.53","0.98","0.38","1.2",NA,NA,NA,NA,"0.61",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"199","panel1","expression2","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","[pb_cd4]","pd1","Count","All",NA,NA,NA,"0.32","0.52","0.27","0.68",NA,NA,NA,NA,"0.39",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"200","panel1","expression2","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","[til_cd4]","pd1","Count","All",NA,NA,NA,"0.48","0.86","0.27","1.11",NA,NA,NA,NA,"0.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"201","panel1","expression2","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","[tumour]","pd1","Count","All",NA,NA,NA,"0.74","1.06","0.31","0.95",NA,NA,NA,NA,"0.79",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"202","panel1","expression2","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","[tcrvb_pos_blood]","pd1","Count","All",NA,NA,NA,"0.69","0.82","0.43","0.61",NA,NA,NA,NA,"0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"203","panel1","expression2","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","[cd4blood]","pd1","Count","All",NA,NA,NA,"0.33","0.54","0.27","0.68",NA,NA,NA,NA,"0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"204","panel1","expression2","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","[cd4skin]","pd1","Count","All",NA,NA,NA,"0.5","0.87","0.27","1.1",NA,NA,NA,NA,"0.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"205","panel1","expression3","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","[pb_cd8]","pdl2","Count","All",NA,NA,NA,"1.59","1.65","1.59","0.63",NA,NA,NA,NA,"1.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"206","panel1","expression3","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","[til_cd8]","pdl2","Count","All",NA,NA,NA,"1.76","1.88","1.37","0.84",NA,NA,NA,NA,"1.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"207","panel1","expression3","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","[pb_cd4]","pdl2","Count","All",NA,NA,NA,"1.51","1.57","1.53","0.62",NA,NA,NA,NA,"1.43",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"208","panel1","expression3","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","[til_cd4]","pdl2","Count","All",NA,NA,NA,"1.82","1.92","1.73","0.82",NA,NA,NA,NA,"1.74",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"209","panel1","expression3","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","[tumour]","pdl2","Count","All",NA,NA,NA,"1.8","1.92","1.20","0.85",NA,NA,NA,NA,"1.72",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"210","panel1","expression3","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","[tcrvb_pos_blood]","pdl2","Count","All",NA,NA,NA,"1.57","1.63","1.61","0.61",NA,NA,NA,NA,"1.51",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"211","panel1","expression3","CTCL023DB 02A skin panel1 00020099 2016-08-24 266","[cd4blood]","pdl2","Count","All",NA,NA,NA,"1.51","1.57","1.41","0.62",NA,NA,NA,NA,"1.44",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
